repeticao,ordem,versao,topologia,cache,get_bulk,get_common,miss_pct
2,9,26.07,simetrico,256,62628,1,0.00
2,9,25.11,simetrico,256,62628,1,0.00
2,10,25.11,assimetrico,32,96961,34570,35.65
2,10,26.07,assimetrico,32,104473,62501,59.83
2,11,26.07,simetrico,512,62628,1,0.00
2,11,25.11,simetrico,512,62628,1,0.00
2,12,25.11,simetrico,32,62628,1,0.00
2,12,26.07,simetrico,32,62628,1,0.00
2,13,26.07,assimetrico,48,102282,62501,61.11
2,13,25.11,assimetrico,48,106944,31658,29.60
2,14,25.11,assimetrico,24,86843,62500,71.97
2,14,26.07,assimetrico,24,87827,87827,100.00
2,15,26.07,assimetrico,256,95095,15625,16.43
2,15,25.11,assimetrico,256,94238,6945,7.37
2,16,25.11,simetrico,96,62628,1,0.00
2,16,26.07,simetrico,96,62628,1,0.00
2,17,26.07,simetrico,24,62628,62628,100.00
2,17,25.11,simetrico,24,62628,1,0.00
2,18,25.11,assimetrico,16,79727,79726,100.00
2,18,26.07,assimetrico,16,88125,88124,100.00
2,19,26.07,simetrico,64,62628,1,0.00
2,19,25.11,simetrico,64,62628,1,0.00
2,20,25.11,simetrico,128,62628,1,0.00
2,20,26.07,simetrico,128,62628,1,0.00
3,1,25.11,simetrico,48,62628,1,0.00
3,1,26.07,simetrico,48,62628,1,0.00
3,2,26.07,simetrico,256,62628,1,0.00
3,2,25.11,simetrico,256,62628,1,0.00
3,3,25.11,simetrico,0,62628,62628,100.00
3,3,26.07,simetrico,0,62628,62628,100.00
3,4,26.07,assimetrico,64,93598,62500,66.77
3,4,25.11,assimetrico,64,94978,20834,21.94
3,5,25.11,simetrico,512,62628,1,0.00
3,5,26.07,simetrico,512,62628,1,0.00
3,6,26.07,simetrico,32,62628,1,0.00
3,6,25.11,simetrico,32,62628,1,0.00
3,7,25.11,simetrico,24,62628,1,0.00
3,7,26.07,simetrico,24,62628,62628,100.00
3,8,26.07,assimetrico,256,98985,15625,15.79
3,8,25.11,assimetrico,256,88574,6945,7.84
3,9,25.11,simetrico,96,62628,1,0.00
3,9,26.07,simetrico,96,62628,1,0.00
3,10,26.07,assimetrico,16,86951,86951,100.00
3,10,25.11,assimetrico,16,81401,81399,100.00
3,11,25.11,assimetrico,32,96187,34097,35.45
3,11,26.07,assimetrico,32,100696,62501,62.07
3,12,26.07,simetrico,64,62628,1,0.00
3,12,25.11,simetrico,64,62628,1,0.00
3,13,25.11,simetrico,16,62628,62628,100.00
3,13,26.07,simetrico,16,62628,62628,100.00
3,14,26.07,assimetrico,128,99667,31250,31.35
3,14,25.11,assimetrico,128,97194,12501,12.86
3,15,25.11,assimetrico,24,86043,62500,72.64
3,15,26.07,assimetrico,24,89959,89959,100.00
3,16,26.07,assimetrico,0,89326,89326,100.00
3,16,25.11,assimetrico,0,89557,89557,100.00
3,17,25.11,simetrico,128,62628,1,0.00
3,17,26.07,simetrico,128,62628,1,0.00
3,18,26.07,assimetrico,512,95018,7813,8.22
3,18,25.11,assimetrico,512,88807,3677,4.14
3,19,25.11,assimetrico,96,89693,15626,17.42
3,19,26.07,assimetrico,96,121977,41667,34.16
3,20,26.07,assimetrico,48,101739,62501,61.43
3,20,25.11,assimetrico,48,109758,31684,28.87
4,1,26.07,simetrico,32,62628,1,0.00
4,1,25.11,simetrico,32,62628,1,0.00
4,2,25.11,simetrico,16,62628,62628,100.00
4,2,26.07,simetrico,16,62628,62628,100.00
4,3,26.07,assimetrico,32,107833,62501,57.96
4,3,25.11,assimetrico,32,101021,35502,35.14
4,4,25.11,assimetrico,128,92377,12501,13.53
4,4,26.07,assimetrico,128,104092,31250,30.02
4,5,26.07,simetrico,48,62628,1,0.00
4,5,25.11,simetrico,48,62628,1,0.00
4,6,25.11,assimetrico,96,94295,15626,16.57
4,6,26.07,assimetrico,96,106706,41667,39.05
4,7,26.07,simetrico,0,62628,62628,100.00
4,7,25.11,simetrico,0,62628,62628,100.00
4,8,25.11,assimetrico,64,96378,20834,21.62
4,8,26.07,assimetrico,64,88503,62500,70.62
4,9,26.07,simetrico,64,62628,1,0.00
4,9,25.11,simetrico,64,62628,1,0.00
4,10,25.11,assimetrico,16,80565,80562,100.00
4,10,26.07,assimetrico,16,88856,88856,100.00
4,11,26.07,simetrico,96,62628,1,0.00
4,11,25.11,simetrico,96,62628,1,0.00
4,12,25.11,simetrico,24,62628,1,0.00
4,12,26.07,simetrico,24,62628,62628,100.00
4,13,26.07,assimetrico,0,87769,87769,100.00
4,13,25.11,assimetrico,0,87706,87706,100.00
4,14,25.11,simetrico,256,62628,1,0.00
4,14,26.07,simetrico,256,62628,1,0.00
4,15,26.07,assimetrico,512,96197,7813,8.12
4,15,25.11,assimetrico,512,88785,3677,4.14
4,16,25.11,assimetrico,24,88455,62500,70.66
4,16,26.07,assimetrico,24,88597,88597,100.00
4,17,26.07,assimetrico,48,106164,62501,58.87
4,17,25.11,assimetrico,48,106332,31578,29.70
4,18,25.11,simetrico,512,62628,1,0.00
4,18,26.07,simetrico,512,62628,1,0.00
4,19,26.07,simetrico,128,62628,1,0.00
4,19,25.11,simetrico,128,62628,1,0.00
4,20,25.11,assimetrico,256,93979,6945,7.39
4,20,26.07,assimetrico,256,94985,15625,16.45
5,1,25.11,assimetrico,128,93706,12501,13.34
5,1,26.07,assimetrico,128,100809,31250,31.00
5,2,26.07,assimetrico,32,101803,62501,61.39
5,2,25.11,assimetrico,32,95673,34215,35.76
5,3,25.11,simetrico,48,62628,1,0.00
5,3,26.07,simetrico,48,62628,1,0.00
5,4,26.07,assimetrico,64,91774,62500,68.10
5,4,25.11,assimetrico,64,104162,20834,20.00
5,5,25.11,assimetrico,48,106560,31565,29.62
5,5,26.07,assimetrico,48,96900,62501,64.50
5,6,26.07,simetrico,96,62628,1,0.00
5,6,25.11,simetrico,96,62628,1,0.00
5,7,25.11,simetrico,256,62628,1,0.00
5,7,26.07,simetrico,256,62628,1,0.00
5,8,26.07,simetrico,64,62628,1,0.00
5,8,25.11,simetrico,64,62628,1,0.00
5,9,25.11,simetrico,16,62628,62628,100.00
5,9,26.07,simetrico,16,62628,62628,100.00
5,10,26.07,assimetrico,512,94514,7813,8.27
5,10,25.11,assimetrico,512,89525,3677,4.11
5,11,25.11,assimetrico,256,90422,6945,7.68
5,11,26.07,assimetrico,256,95520,15625,16.36
5,12,26.07,simetrico,512,62628,1,0.00
5,12,25.11,simetrico,512,62628,1,0.00
5,13,25.11,assimetrico,16,79896,79891,99.99
5,13,26.07,assimetrico,16,90494,90494,100.00
5,14,26.07,assimetrico,0,91339,91339,100.00
5,14,25.11,assimetrico,0,87311,87311,100.00
5,15,25.11,simetrico,0,62628,62628,100.00
5,15,26.07,simetrico,0,62628,62628,100.00
5,16,26.07,simetrico,32,62628,1,0.00
5,16,25.11,simetrico,32,62628,1,0.00
5,17,25.11,assimetrico,96,89413,15626,17.48
5,17,26.07,assimetrico,96,117763,41667,35.38
5,18,26.07,simetrico,24,62628,62628,100.00
5,18,25.11,simetrico,24,62628,1,0.00
5,19,25.11,simetrico,128,62628,1,0.00
5,19,26.07,simetrico,128,62628,1,0.00
5,20,26.07,assimetrico,24,86529,86529,100.00
5,20,25.11,assimetrico,24,87175,62500,71.69
6,1,26.07,assimetrico,128,102855,31250,30.38
6,1,25.11,assimetrico,128,93869,12501,13.32
6,2,25.11,assimetrico,24,86751,62500,72.05
6,2,26.07,assimetrico,24,90595,90595,100.00
6,3,26.07,assimetrico,512,94619,7813,8.26
6,3,25.11,assimetrico,512,94041,3677,3.91
6,4,25.11,simetrico,512,62628,1,0.00
6,4,26.07,simetrico,512,62628,1,0.00
6,5,26.07,assimetrico,0,89061,89061,100.00
6,5,25.11,assimetrico,0,87905,87905,100.00
6,6,25.11,assimetrico,32,98473,34698,35.24
6,6,26.07,assimetrico,32,100747,62501,62.04
6,7,26.07,simetrico,32,62628,1,0.00
6,7,25.11,simetrico,32,62628,1,0.00
6,8,25.11,simetrico,48,62628,1,0.00
6,8,26.07,simetrico,48,62628,1,0.00
6,9,26.07,assimetrico,48,98859,62501,63.22
6,9,25.11,assimetrico,48,106996,31655,29.59
6,10,25.11,simetrico,16,62628,62628,100.00
6,10,26.07,simetrico,16,62628,62628,100.00
6,11,26.07,assimetrico,64,91567,62500,68.26
6,11,25.11,assimetrico,64,96750,20834,21.53
6,12,25.11,simetrico,256,62628,1,0.00
6,12,26.07,simetrico,256,62628,1,0.00
6,13,26.07,assimetrico,96,113438,41667,36.73
6,13,25.11,assimetrico,96,93244,15626,16.76
6,14,25.11,simetrico,0,62628,62628,100.00
6,14,26.07,simetrico,0,62628,62628,100.00
6,15,26.07,simetrico,128,62628,1,0.00
6,15,25.11,simetrico,128,62628,1,0.00
6,16,25.11,assimetrico,256,95715,6945,7.26
6,16,26.07,assimetrico,256,98971,15625,15.79
6,17,26.07,assimetrico,16,89179,89179,100.00
6,17,25.11,assimetrico,16,80803,80801,100.00
6,18,25.11,simetrico,64,62628,1,0.00
6,18,26.07,simetrico,64,62628,1,0.00
6,19,26.07,simetrico,24,62628,62628,100.00
6,19,25.11,simetrico,24,62628,1,0.00
6,20,25.11,simetrico,96,62628,1,0.00
6,20,26.07,simetrico,96,62628,1,0.00
