repeticao,ordem,versao,topologia,cache,get_bulk,get_common,miss_pct
3,19,26.07,assimetrico,96,106270,41667,39.21
3,20,26.07,simetrico,512,62628,1,0.00
3,20,25.11,simetrico,512,62628,1,0.00
4,1,26.07,simetrico,32,62628,1,0.00
4,1,25.11,simetrico,32,62628,1,0.00
4,2,25.11,assimetrico,0,92851,92851,100.00
4,2,26.07,assimetrico,0,90993,90993,100.00
4,3,26.07,simetrico,48,62628,1,0.00
4,3,25.11,simetrico,48,62628,1,0.00
4,4,25.11,simetrico,96,62628,1,0.00
4,4,26.07,simetrico,96,62628,1,0.00
4,5,26.07,assimetrico,96,106035,41667,39.30
4,5,25.11,assimetrico,96,108692,15626,14.38
4,6,25.11,assimetrico,512,107474,3677,3.42
4,6,26.07,assimetrico,512,96873,7813,8.07
4,7,26.07,assimetrico,64,92762,62500,67.38
4,7,25.11,assimetrico,64,123646,20834,16.85
4,8,25.11,simetrico,128,62628,1,0.00
4,8,26.07,simetrico,128,62628,1,0.00
4,9,26.07,assimetrico,32,101965,62501,61.30
4,9,25.11,assimetrico,32,107910,37695,34.93
4,10,25.11,simetrico,64,62628,1,0.00
4,10,26.07,simetrico,64,62628,1,0.00
4,11,26.07,simetrico,16,62628,62628,100.00
4,11,25.11,simetrico,16,62628,62628,100.00
4,12,25.11,simetrico,512,62628,1,0.00
4,12,26.07,simetrico,512,62628,1,0.00
4,13,26.07,simetrico,256,62628,1,0.00
4,13,25.11,simetrico,256,62628,1,0.00
4,14,25.11,assimetrico,48,124659,32069,25.73
4,14,26.07,assimetrico,48,98822,62501,63.25
4,15,26.07,assimetrico,16,86316,86315,100.00
4,15,25.11,assimetrico,16,86816,86815,100.00
4,16,25.11,simetrico,0,62628,62628,100.00
4,16,26.07,simetrico,0,62628,62628,100.00
4,17,26.07,simetrico,24,62628,62628,100.00
4,17,25.11,simetrico,24,62628,1,0.00
4,18,25.11,assimetrico,128,116207,12501,10.76
4,18,26.07,assimetrico,128,99274,31250,31.48
4,19,26.07,assimetrico,256,94137,15625,16.60
4,19,25.11,assimetrico,256,107211,6945,6.48
4,20,25.11,assimetrico,24,97791,62501,63.91
4,20,26.07,assimetrico,24,89436,89436,100.00
5,1,25.11,simetrico,48,62628,1,0.00
5,1,26.07,simetrico,48,62628,1,0.00
5,2,26.07,simetrico,64,62628,1,0.00
5,2,25.11,simetrico,64,62628,1,0.00
5,3,25.11,simetrico,0,62628,62628,100.00
5,3,26.07,simetrico,0,62628,62628,100.00
5,4,26.07,assimetrico,512,94006,7813,8.31
5,4,25.11,assimetrico,512,110096,3677,3.34
5,5,25.11,assimetrico,24,101701,62500,61.45
5,5,26.07,assimetrico,24,87689,87689,100.00
5,6,26.07,simetrico,16,62628,62628,100.00
5,6,25.11,simetrico,16,62628,62628,100.00
5,7,25.11,simetrico,96,62628,1,0.00
5,7,26.07,simetrico,96,62628,1,0.00
5,8,26.07,assimetrico,32,101357,62501,61.66
5,8,25.11,assimetrico,32,108005,37468,34.69
5,9,25.11,assimetrico,128,105869,12501,11.81
5,9,26.07,assimetrico,128,102454,31250,30.50
5,10,26.07,assimetrico,64,90973,62500,68.70
5,10,25.11,assimetrico,64,124460,20834,16.74
5,11,25.11,simetrico,256,62628,1,0.00
5,11,26.07,simetrico,256,62628,1,0.00
5,12,26.07,assimetrico,96,107193,41667,38.87
5,12,25.11,assimetrico,96,107989,15626,14.47
5,13,25.11,simetrico,24,62628,1,0.00
5,13,26.07,simetrico,24,62628,62628,100.00
5,14,26.07,assimetrico,256,102530,15625,15.24
5,14,25.11,assimetrico,256,101189,6945,6.86
5,15,25.11,assimetrico,16,83658,83656,100.00
5,15,26.07,assimetrico,16,88071,88071,100.00
5,16,26.07,assimetrico,0,84971,84971,100.00
5,16,25.11,assimetrico,0,98608,98608,100.00
5,17,25.11,simetrico,32,62628,1,0.00
5,17,26.07,simetrico,32,62628,1,0.00
5,18,26.07,assimetrico,48,97546,62501,64.07
5,18,25.11,assimetrico,48,124801,32548,26.08
5,19,25.11,simetrico,512,62628,1,0.00
5,19,26.07,simetrico,512,62628,1,0.00
5,20,26.07,simetrico,128,62628,1,0.00
5,20,25.11,simetrico,128,62628,1,0.00
6,1,26.07,assimetrico,32,100320,62501,62.30
6,1,25.11,assimetrico,32,107491,37744,35.11
6,2,25.11,simetrico,512,62628,1,0.00
6,2,26.07,simetrico,512,62628,1,0.00
6,3,26.07,simetrico,96,62628,1,0.00
6,3,25.11,simetrico,96,62628,1,0.00
6,4,25.11,assimetrico,512,108551,3677,3.39
6,4,26.07,assimetrico,512,99352,7813,7.86
6,5,26.07,simetrico,256,62628,1,0.00
6,5,25.11,simetrico,256,62628,1,0.00
6,6,25.11,assimetrico,16,84688,84686,100.00
6,6,26.07,assimetrico,16,89548,89547,100.00
6,7,26.07,simetrico,64,62628,1,0.00
6,7,25.11,simetrico,64,62628,1,0.00
6,8,25.11,simetrico,32,62628,1,0.00
6,8,26.07,simetrico,32,62628,1,0.00
6,9,26.07,simetrico,48,62628,1,0.00
6,9,25.11,simetrico,48,62628,1,0.00
6,10,25.11,assimetrico,48,123831,32102,25.92
6,10,26.07,assimetrico,48,101519,62501,61.57
6,11,26.07,simetrico,128,62628,1,0.00
6,11,25.11,simetrico,128,62628,1,0.00
6,12,25.11,assimetrico,0,95614,95614,100.00
6,12,26.07,assimetrico,0,89071,89071,100.00
6,13,26.07,simetrico,24,62628,62628,100.00
6,13,25.11,simetrico,24,62628,1,0.00
6,14,25.11,assimetrico,24,95293,62501,65.59
6,14,26.07,assimetrico,24,87760,87760,100.00
6,15,26.07,simetrico,16,62628,62628,100.00
6,15,25.11,simetrico,16,62628,62628,100.00
6,16,25.11,assimetrico,256,101345,6945,6.85
6,16,26.07,assimetrico,256,93310,15625,16.75
6,17,26.07,assimetrico,64,95043,62500,65.76
6,17,25.11,assimetrico,64,123137,20834,16.92
6,18,25.11,assimetrico,128,107921,12501,11.58
6,18,26.07,assimetrico,128,99179,31250,31.51
6,19,26.07,simetrico,0,62628,62628,100.00
6,19,25.11,simetrico,0,62628,62628,100.00
6,20,25.11,assimetrico,96,109291,15626,14.30
6,20,26.07,assimetrico,96,104462,41667,39.89
