repeticao,ordem,versao,topologia,cache,get_bulk,get_common,miss_pct
6,9,25.11,assimetrico,48,108630,31482,28.98
6,10,25.11,assimetrico,24,86862,62501,71.95
6,10,26.07,assimetrico,24,88683,88682,100.00
6,11,26.07,simetrico,16,62628,62628,100.00
6,11,25.11,simetrico,16,62628,62628,100.00
6,12,25.11,simetrico,512,62628,1,0.00
6,12,26.07,simetrico,512,62628,1,0.00
6,13,26.07,assimetrico,512,100274,7813,7.79
6,13,25.11,assimetrico,512,89887,3677,4.09
6,14,25.11,simetrico,256,62628,1,0.00
6,14,26.07,simetrico,256,62628,1,0.00
6,15,26.07,simetrico,0,62628,62628,100.00
6,15,25.11,simetrico,0,62628,62628,100.00
6,16,25.11,simetrico,128,62628,1,0.00
6,16,26.07,simetrico,128,62628,1,0.00
6,17,26.07,assimetrico,64,102195,62500,61.16
6,17,25.11,assimetrico,64,105562,20834,19.74
6,18,25.11,simetrico,48,62628,1,0.00
6,18,26.07,simetrico,48,62628,1,0.00
6,19,26.07,assimetrico,128,105409,31250,29.65
6,19,25.11,assimetrico,128,96877,12501,12.90
6,20,25.11,assimetrico,16,78910,78908,100.00
6,20,26.07,assimetrico,16,87713,87713,100.00
