repeticao,ordem,versao,topologia,cache,get_bulk,get_common,miss_pct
3,4,25.11,simetrico,0,62628,62628,100.00
3,5,25.11,simetrico,64,62628,1,0.00
3,5,26.07,simetrico,64,62628,1,0.00
3,6,26.07,simetrico,48,62628,1,0.00
3,6,25.11,simetrico,48,62628,1,0.00
3,7,25.11,assimetrico,0,87321,87321,100.00
3,7,26.07,assimetrico,0,89529,89529,100.00
3,8,26.07,simetrico,32,62628,1,0.00
3,8,25.11,simetrico,32,62628,1,0.00
3,9,25.11,simetrico,16,62628,62628,100.00
3,9,26.07,simetrico,16,62628,62628,100.00
3,10,26.07,assimetrico,16,87713,87712,100.00
3,10,25.11,assimetrico,16,81224,81222,100.00
3,11,25.11,assimetrico,256,91297,6945,7.61
3,11,26.07,assimetrico,256,94666,15625,16.51
3,12,26.07,simetrico,128,62628,1,0.00
3,12,25.11,simetrico,128,62628,1,0.00
3,13,25.11,assimetrico,24,85515,62500,73.09
3,13,26.07,assimetrico,24,89177,89176,100.00
3,14,26.07,assimetrico,32,98825,62501,63.24
3,14,25.11,assimetrico,32,98441,34886,35.44
3,15,25.11,assimetrico,48,113395,31897,28.13
3,15,26.07,assimetrico,48,101823,62501,61.38
3,16,26.07,simetrico,96,62628,1,0.00
3,16,25.11,simetrico,96,62628,1,0.00
3,17,25.11,assimetrico,64,95431,20834,21.83
3,17,26.07,assimetrico,64,91406,62500,68.38
3,18,26.07,assimetrico,512,96179,7813,8.12
3,18,25.11,assimetrico,512,87643,3677,4.20
3,19,25.11,simetrico,256,62628,1,0.00
3,19,26.07,simetrico,256,62628,1,0.00
3,20,26.07,simetrico,24,62628,62628,100.00
3,20,25.11,simetrico,24,62628,1,0.00
4,1,26.07,assimetrico,0,88526,88526,100.00
4,1,25.11,assimetrico,0,87268,87268,100.00
4,2,25.11,assimetrico,64,104722,20834,19.89
4,2,26.07,assimetrico,64,95830,62500,65.22
4,3,26.07,assimetrico,96,108102,41667,38.54
4,3,25.11,assimetrico,96,89140,15626,17.53
4,4,25.11,simetrico,512,62628,1,0.00
4,4,26.07,simetrico,512,62628,1,0.00
4,5,26.07,simetrico,64,62628,1,0.00
4,5,25.11,simetrico,64,62628,1,0.00
4,6,25.11,simetrico,16,62628,62628,100.00
4,6,26.07,simetrico,16,62628,62628,100.00
4,7,26.07,simetrico,96,62628,1,0.00
4,7,25.11,simetrico,96,62628,1,0.00
4,8,25.11,simetrico,32,62628,1,0.00
4,8,26.07,simetrico,32,62628,1,0.00
4,9,26.07,assimetrico,16,88494,88494,100.00
4,9,25.11,assimetrico,16,80085,80083,100.00
4,10,25.11,assimetrico,48,111833,31679,28.33
4,10,26.07,assimetrico,48,106176,62501,58.87
4,11,26.07,assimetrico,32,107018,62501,58.40
4,11,25.11,assimetrico,32,97482,34623,35.52
4,12,25.11,assimetrico,512,89123,3677,4.13
4,12,26.07,assimetrico,512,101940,7813,7.66
4,13,26.07,simetrico,0,62628,62628,100.00
4,13,25.11,simetrico,0,62628,62628,100.00
4,14,25.11,simetrico,48,62628,1,0.00
4,14,26.07,simetrico,48,62628,1,0.00
4,15,26.07,assimetrico,256,97081,15625,16.09
4,15,25.11,assimetrico,256,91677,6945,7.58
4,16,25.11,simetrico,24,62628,1,0.00
4,16,26.07,simetrico,24,62628,62628,100.00
4,17,26.07,assimetrico,24,89846,89846,100.00
4,17,25.11,assimetrico,24,85576,62500,73.03
4,18,25.11,simetrico,128,62628,1,0.00
4,18,26.07,simetrico,128,62628,1,0.00
4,19,26.07,simetrico,256,62628,1,0.00
4,19,25.11,simetrico,256,62628,1,0.00
4,20,25.11,assimetrico,128,97103,12501,12.87
4,20,26.07,assimetrico,128,99245,31250,31.49
5,1,25.11,assimetrico,48,106428,31731,29.81
5,1,26.07,assimetrico,48,105419,62501,59.29
5,2,26.07,assimetrico,512,94740,7813,8.25
5,2,25.11,assimetrico,512,89090,3677,4.13
5,3,25.11,simetrico,48,62628,1,0.00
5,3,26.07,simetrico,48,62628,1,0.00
5,4,26.07,assimetrico,64,96485,62500,64.78
5,4,25.11,assimetrico,64,94661,20834,22.01
5,5,25.11,assimetrico,16,80023,80020,100.00
5,5,26.07,assimetrico,16,88223,88223,100.00
5,6,26.07,assimetrico,256,93196,15625,16.77
5,6,25.11,assimetrico,256,93865,6945,7.40
5,7,25.11,assimetrico,32,98223,35237,35.87
5,7,26.07,assimetrico,32,103748,62501,60.24
5,8,26.07,assimetrico,24,88303,88303,100.00
5,8,25.11,assimetrico,24,88308,62500,70.78
5,9,25.11,assimetrico,96,90834,15626,17.20
5,9,26.07,assimetrico,96,108939,41667,38.25
5,10,26.07,simetrico,0,62628,62628,100.00
5,10,25.11,simetrico,0,62628,62628,100.00
5,11,25.11,simetrico,96,62628,1,0.00
5,11,26.07,simetrico,96,62628,1,0.00
5,12,26.07,simetrico,24,62628,62628,100.00
5,12,25.11,simetrico,24,62628,1,0.00
5,13,25.11,simetrico,128,62628,1,0.00
5,13,26.07,simetrico,128,62628,1,0.00
5,14,26.07,assimetrico,128,98590,31250,31.70
5,14,25.11,assimetrico,128,97432,12501,12.83
5,15,25.11,simetrico,256,62628,1,0.00
5,15,26.07,simetrico,256,62628,1,0.00
5,16,26.07,simetrico,32,62628,1,0.00
5,16,25.11,simetrico,32,62628,1,0.00
5,17,25.11,simetrico,64,62628,1,0.00
5,17,26.07,simetrico,64,62628,1,0.00
5,18,26.07,simetrico,16,62628,62628,100.00
5,18,25.11,simetrico,16,62628,62628,100.00
5,19,25.11,assimetrico,0,89839,89839,100.00
5,19,26.07,assimetrico,0,86429,86429,100.00
5,20,26.07,simetrico,512,62628,1,0.00
5,20,25.11,simetrico,512,62628,1,0.00
6,1,26.07,assimetrico,256,101478,15625,15.40
6,1,25.11,assimetrico,256,91497,6945,7.59
6,2,25.11,assimetrico,0,92516,92516,100.00
6,2,26.07,assimetrico,0,87745,87745,100.00
6,3,26.07,simetrico,32,62628,1,0.00
6,3,25.11,simetrico,32,62628,1,0.00
6,4,25.11,simetrico,24,62628,1,0.00
6,4,26.07,simetrico,24,62628,62628,100.00
6,5,26.07,assimetrico,96,120974,41667,34.44
6,5,25.11,assimetrico,96,93002,15626,16.80
6,6,25.11,assimetrico,16,80062,80060,100.00
6,6,26.07,assimetrico,16,90880,90879,100.00
6,7,26.07,simetrico,64,62628,1,0.00
6,7,25.11,simetrico,64,62628,1,0.00
6,8,25.11,simetrico,0,62628,62628,100.00
6,8,26.07,simetrico,0,62628,62628,100.00
6,9,26.07,assimetrico,128,104816,31250,29.81
6,9,25.11,assimetrico,128,92541,12501,13.51
6,10,25.11,simetrico,256,62628,1,0.00
6,10,26.07,simetrico,256,62628,1,0.00
6,11,26.07,assimetrico,48,99175,62501,63.02
6,11,25.11,assimetrico,48,105537,31471,29.82
6,12,25.11,simetrico,128,62628,1,0.00
6,12,26.07,simetrico,128,62628,1,0.00
6,13,26.07,simetrico,48,62628,1,0.00
6,13,25.11,simetrico,48,62628,1,0.00
6,14,25.11,simetrico,16,62628,62628,100.00
6,14,26.07,simetrico,16,62628,62628,100.00
6,15,26.07,simetrico,96,62628,1,0.00
6,15,25.11,simetrico,96,62628,1,0.00
6,16,25.11,assimetrico,64,95161,20834,21.89
6,16,26.07,assimetrico,64,90775,62500,68.85
6,17,26.07,assimetrico,32,100395,62501,62.26
6,17,25.11,assimetrico,32,97523,34710,35.59
6,18,25.11,simetrico,512,62628,1,0.00
6,18,26.07,simetrico,512,62628,1,0.00
6,19,26.07,assimetrico,24,87069,87069,100.00
6,19,25.11,assimetrico,24,85671,62500,72.95
6,20,25.11,assimetrico,512,92855,3677,3.96
6,20,26.07,assimetrico,512,95287,7813,8.20
